isSoundTrack,rank,album,artist,year,url,comment
FALSE,**,Kicking Every Day,All Dogs,2015,https://www.robertchristgau.com/get_album.php?id=16703,"
There's no knowing yet how many proudly vulnerable folk-grunge girls we want telling the world their problems--and their strengths (""That Kind of Girl,"" ""Ophelia,"" ""Black Hole"")
"
FALSE,**,Black Voices,Tony Allen,2000,https://www.robertchristgau.com/get_album.php?id=4010,"
Left to himself, Fela's Jabbo Starks is more juju than Afrobeat (""Asiko,"" ""Black Voices [We Are What We Play Mix]"").
"
FALSE,**,Psyco on da Bus,Tony Allen,2001,https://www.robertchristgau.com/get_album.php?id=11561,"
Africa's premier avant-popster breaks Afrobeat into trip-hop (""Push Your Mind Break Beat Remix,"" ""Hand Full of Sands"")
"
FALSE,**,Home Cooking,Tony Allen,2002,https://www.robertchristgau.com/get_album.php?id=11985,"
he makes good drummer's records, and I haven't heard a great one since early Tony Williams (""Home Cooking,"" ""Kindness"")
"
FALSE,**,Secret Agent,Tony Allen,2010,https://www.robertchristgau.com/get_album.php?id=15110,"
Long lacking his frontman Fela, Afrobeat trapmaster aims to nail tracks by other means, including a piano player (""Secret Agent,"" ""Alutere"").
"
FALSE,**,An All-4-One Christmas,All-4-One,1995,https://www.robertchristgau.com/get_album.php?id=95,"
always they should have such good material (""Silent Night,"" ""Frosty the Snowman""/""Rudolph the Red Nosed Reindeer"")
"
FALSE,**,All Girl Summer Fun Band,All Girl Summer Fun Band,2002,https://www.robertchristgau.com/get_album.php?id=11132,"
the upper limits of cute qua cute (""Canadian Boyfriend,"" ""Stumble Over My"")
"
FALSE,**,Low Country Blues,Gregg Allman,2011,https://www.robertchristgau.com/get_album.php?id=15693,"
The reason the only one he wrote is called ""Just Another Rider"" is that he's finally content to let better songs than his own carry him home (""Floating Bridge,"" ""Devil Got My Woman"")
"
FALSE,**,Mycology: An Anthology,The Allman Brothers Band,1998,https://www.robertchristgau.com/get_album.php?id=3455,"
that's Warren Haynes, rhymes with Duane's (""End of the Line,"" ""Nobody Knows"")
"
FALSE,**,Se Te Djon Ye,Amadou & Mariam,1999,https://www.robertchristgau.com/get_album.php?id=108,"
""Blind couple of Mali""--reassuring melodies, two voices, one acoustic guitar (""Se Te Djon Ye,"" ""Kelen la Seben"").
"
FALSE,**,Zaraza,Amsterdam Klezmer Band,2008,https://www.robertchristgau.com/get_album.php?id=14721,"
Klezmer--one place balkanization is a good thing (""Takaj Zhizn,"" ""Netty"").
"
FALSE,**,Bigger Hands,John Anderson,2009,https://www.robertchristgau.com/get_album.php?id=14679,"
The hands are God's, the gullet is his own, and the times are getting him down (""What Used to Turn Me On,"" ""Shuttin' Detroit Down"").
"
FALSE,**,On Becoming Human,Thomas Anderson,2013,https://www.robertchristgau.com/get_album.php?id=16226,"
Subtitled ""Four-Track Love Songs,"" and I wish I could tell you it's the love songs that connect--wish I could tell her, too (""Song for Walter Mondale,"" ""Get Home, Sally"")
"
FALSE,**,Skylarking,Horace Andy,1997,https://www.robertchristgau.com/get_album.php?id=1545,"
the humble history of one weird tenor (""One Love,"" ""Skylarking"")
"
FALSE,**,Feels,Animal Collective,2005,https://www.robertchristgau.com/get_album.php?id=13183,"
Back when I was a young feller, we called these things hootenannies, only we thought they needed songs (""Did You See the Words,"" ""Turn Into Something"").
"
FALSE,**,Painting With,Animal Collective,2016,https://www.robertchristgau.com/get_album.php?id=16727,"
Pomo neocommunalism's snazziest joke band keeps the laffs coming. (""FloriDada,"" ""Recycling"")
"
FALSE,**,Phantascope,Anubian Lights,2004,https://www.robertchristgau.com/get_album.php?id=12684,"
Twice removed, Adele Bertei contorts herself (""Wild Winter,"" ""Way Gone Man"").
"
FALSE,**,Xen,Arca,2014,https://www.robertchristgau.com/get_album.php?id=16649,"
Striking and unpresumptuous, albeit residually quasisymphonic, but I do get happier every time he interjects half a hook (""Lonely Thugg,"" ""Xen"")
"
FALSE,**,Reflektor,Arcade Fire,2013,https://www.robertchristgau.com/get_album.php?id=16148,"
Big plans for a big party vanish into the ether as the night soars virtually on (""Here Comes the Night Time,"" ""Normal Person"")
"
FALSE,**,Seconds Before the Accident,Archers of Loaf,2000,https://www.robertchristgau.com/get_album.php?id=150,"
Not enough old stuff for the live overview they earned (""Web in Front,"" ""Wrong"").
"
FALSE,**,Places Like This,Architecture in Helsinki,2007,https://www.robertchristgau.com/get_album.php?id=14062,"
Art-rockers get silly--that is, come to terms with their existential condition (""Same Old Innocence,"" ""Red Turned White"").
"
FALSE,**,Leave Before the Lights Come On,Arctic Monkeys,2006,https://www.robertchristgau.com/get_album.php?id=13619,"
Nuanced original, one-note original, sweet cover (""Leave Before the Lights Come On,"" ""Baby I'm Yours"").
"
FALSE,**,Morning Report,Arkells,2016,https://www.robertchristgau.com/get_album.php?id=17066,"
On album four, hard-touring Canadian Springsteenians shade their affect toward a pop postmacho vulnerability, plus, well--such an improvement on the Tragically Hip! (""Drake's Dad,"" ""A Little Rain [A Song for Pete]"")
"
FALSE,**,It's a Bit Complicated,Art Brut,2007,https://www.robertchristgau.com/get_album.php?id=13662,"
Kept a band going, they kept a band going (""People in Love,"" ""Jealous Guy"").
"
FALSE,**,Brilliant! Tragic!,Art Brut,2011,https://www.robertchristgau.com/get_album.php?id=15705,"
Guitarist often shines, lyrics often don't (""Clever Clever Jazz,"" ""Bad Comedian"")
"
FALSE,**,At.Long.Last.A$AP,A$AP Rocky,2015,https://www.robertchristgau.com/get_album.php?id=16657,"
'60s-besotted entertainer pays a '60s-begotten entertainer formerly long ago as Rod the Mod for his most entertaining track (""Everyday,"" ""Max B"")
"
FALSE,**,The Real Thing,Ashford & Simpson,2009,https://www.robertchristgau.com/get_album.php?id=14408,"
After 45 years of songwriting and 35 of marriage, their partnerships live on live (""It's Much Deeper,"" ""Gimme Something Real"").
"
FALSE,**,Asphalt Orchestra,Asphalt Orchestra,2010,https://www.robertchristgau.com/get_album.php?id=16687,"
Avant-garde brass band covers Mingus and Zappa, Swedish metal and Icelandic songbird, commissions from Battles, Stew, and, hmm, non-Roma Roma appropriator Goran Bregovic (who might be worth a concept album, fellas) (""Zomby Woof,"" ""Champagne"")
"
FALSE,**,Mr. Superlove,Ass Ponys,1990,https://www.robertchristgau.com/get_album.php?id=178,"
clearly too smart for graduate school (""Ford Madox Ford,"" ""[We All Love] Peanut Butter"")
"
FALSE,**,Grim,Ass Ponys,1993,https://www.robertchristgau.com/get_album.php?id=179,"
also dim--aurally, not intellectually (""Not Since Superman Died,"" ""I Love Bob,"" ""High Heaven"")
"
FALSE,**,The Known Universe,Ass Ponys,1996,https://www.robertchristgau.com/get_album.php?id=181,"
existential despair in 75 words or less--also in Ohio (""It's Summer Here,"" ""Redway"")
"
FALSE,**,Around the Bend EP,The Asteroids Galaxy Tour,2009,https://www.robertchristgau.com/get_album.php?id=14636,"
Danish electro-tunesters shred genres, not guitars (""Around the Bend,"" ""The Sun Ain't Shining No More"").
"
FALSE,**,Mish Maoul,Natacha Atlas,2006,https://www.robertchristgau.com/get_album.php?id=13313,"
Less mish-whatever than dichotomy--Cairo trad versus Western pop (""Haram Aleyk,"" ""Hayam Inta"").
"
FALSE,**,You Can't Imagine How Much Fun We're Having,Atmosphere,2005,https://www.robertchristgau.com/get_album.php?id=13373,"
""Let's watch a rapper get bitter like the city winter""--and he makes something of it (""Watch Out,"" ""Pour Me Another"").
"
FALSE,**,Mi Vida Local,Atmosphere,2018,https://www.robertchristgau.com/get_album.php?id=17411,"
World's staunchest purveyor of the hip-hop of everyday life, extended instrumental intros included (""Trim,"" ""Mijo"")
"
FALSE,**,A Bakersfield Dozen,Stephen David Austin,2011,https://www.robertchristgau.com/get_album.php?id=15695,"
The kind of writer who remembers the day Buck Owens died, the kind of singer who hopes someone covers his song about it (""Best Ex I Ever Had,"" ""The Cage"")
"
FALSE,**,Since I Left You,The Avalanches,2001,https://www.robertchristgau.com/get_album.php?id=11021,"
using bits and pieces of dumb crap, which is ecological, to make smart crap, which is less so (""Frontier Psychiatrist,"" ""Close to You"")
"
FALSE,**,Wildflower,The Avalanches,2016,https://www.robertchristgau.com/get_album.php?id=16944,"
Their rude sense of humor beats their banal sense of beauty and their unlikely song finds beat their incalculable musical appropriations, so keep your ear on Wilmouth Houdini whenever they give you the chance (""Frankie Sinatra,"" ""The Noisy Eater,"" ""Subways"")
"
FALSE,**,The Landmark,Awol One & Factor,2011,https://www.robertchristgau.com/get_album.php?id=15558,"
Depressive emo-rapper seeks help--good for him (""Daze Go By,"" ""Don't Be Afraid"")
"
FALSE,**,Baader Meinhof,Baader Meinhof,1997,https://www.robertchristgau.com/get_album.php?id=213,"
that's right, auteur two-times-over Luke Haines's song cycle about the West German terrorists, and at 30 minutes not half bad or too long (""Baader Meinhof,"" ""There's a Gonna Be an Accident"")
"
FALSE,**,Ugly Beautiful,Baby Bird,1997,https://www.robertchristgau.com/get_album.php?id=214,"
tunes are not enough (""I Didn't Want To Wake You Up,"" ""Cornershop"")
"
FALSE,**,Hossradish,Baby Gramps Trio,2003,https://www.robertchristgau.com/get_album.php?id=12170,"
Long-winded coot does Dylan, Gershwin, and Davies well enough, plays word games better (""Oxymorons,"" ""Skillet of Snakes"").
"
FALSE,**,More Nothing,Baby in Vain,2017,https://www.robertchristgau.com/get_album.php?id=17174,"
Screechy Goth-metal edge adds gravity and cred to Anglophone Danish grrrlpunk (""To Heaven and Back,"" ""Transcendent"")
"
FALSE,**,Thank You,THe BAcksliders,2009,https://www.robertchristgau.com/get_album.php?id=14767,"
Dumb capitalization to distinguish them from Backsliders who didn't rock this hard, didn't write this hard, featured male singers, and never gave their albums away (""Maybellene Don't,"" ""Things"").
"
FALSE,**,Millennium,Backstreet Boys,1999,https://www.robertchristgau.com/get_album.php?id=223,"
softening it a little up for their younger demographic, sexing it up a little for their own peace of mind (""I Want It That Way,"" ""Larger Than Life"")
"
FALSE,**,Live,Erykah Badu,1997,https://www.robertchristgau.com/get_album.php?id=1195,"
knew about the technique, glad about the personality, still waiting on the content (""Tyrone,"" ""Stay"")
"
FALSE,**,New Amerykah Part Two: Return of the Ankh,Erykah Badu,2010,https://www.robertchristgau.com/get_album.php?id=15155,"
Love may be a groove, but that doesn't make a groove a love song (""Turn Me Away [Get Munny],"" ""Gone Baby, Don't Be Long"").
"
FALSE,**,You Caint Use My Phone,Erykah Badu,2015,https://www.robertchristgau.com/get_album.php?id=16739,"
This free concept mini isn't the armed takedown of the distraction engine we need, but it's good to have those bee statistics out in memeland. (""Dial'Afreaq,"" ""Hello"")
"
FALSE,**,Sya,Issa Bagayogo,1999,https://www.robertchristgau.com/get_album.php?id=1620,"
Mali's great circle, described with the help of a drum machine (""Sya,"" ""Gnangran"").
"
FALSE,**,Land of Doubt,Sam Baker,2017,https://www.robertchristgau.com/get_album.php?id=17370,"
Spare, expressionistic songster teeters across the impossible tightrope between the lugubrious and the wrenching (""Same Kind of Blues,"" ""Moses in the Reeds,"" ""The Feast of St. Valentine"")
"
FALSE,**,The Syliphone Years,Balla et Ses Balladins,2008,https://www.robertchristgau.com/get_album.php?id=14166,"
Guinï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½an authenticity--exhibit""Limania,"" ""Soumbouyaya"").
"
FALSE,**,Live in Germany,Kï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï,2007,https://www.robertchristgau.com/get_album.php?id=13821,"
Gypsy jazz sans Django (a welcome change) verging on Gypsy jazz mit samba and Johnny Rivers cover (an unwelcome one) (""It's Party Time Mahala!"" ""Love Song and Dance"").
"
FALSE,**,Dark Matter Moving at the Speed of Light,Afrika Bambaataa and the Millennium of the Gods,2004,https://www.robertchristgau.com/get_album.php?id=12578,"
Electro party for the party's sake, like back in the day (""Got That Vibe,"" ""Take You Back"").
"
FALSE,**,The Griot's Craft,Sï¿½ï¿½ï¿½ï¿½ï¿½,2012,https://www.robertchristgau.com/get_album.php?id=15859,"
Doesn't get his groove on as often as his craft, which as with all griots is best understood in its native language(s?) (""Diatiguya,"" ""Moya Kankoun"")
"
FALSE,**,[Sic],Bang On!,2012,https://www.robertchristgau.com/get_album.php?id=15759,"
""Grime"" my arse--musically accented, class-conscious, Liverpudlian, kitchen-sink Brit-rap (""Suttin Like That,"" ""Teeth"")
"
FALSE,**,Fantasea,Azealia Banks,2012,https://www.robertchristgau.com/get_album.php?id=15762,"
Irreverent lip and talent-show talent there, musical follow-through not so much (""Fuck Up the Fun,"" ""Jimanji"")
"
FALSE,**,Slay-Z,Azealia Banks,2016,https://www.robertchristgau.com/get_album.php?id=16792,"
Seriously fluent, seriously flaky rapper as the dancefloor diva you love more than her beats--or, obviously, her tweets. (""Along the Coast,"" ""The Big Big Beat"")
"
FALSE,**,The Greatest Story Ever Told,David Banner,2008,https://www.robertchristgau.com/get_album.php?id=14417,"
Aka ""The Power of Positive Thinking,"" ""How to Win Friends and Influence People"" and/or ""A Man for All Seasons"" (""Cadillac on 22's Part 2,"" ""Get Like Me"").
"
FALSE,**,Too Bad,Buju Banton,2006,https://www.robertchristgau.com/get_album.php?id=13592,"
For him, dancehall is roots reggae, to which he returns none too soon (""Me &amp; Oonu,"" ""Jig"").
"
FALSE,**,Amina Baraka & the Red Microphone,Amina Baraka & the Red Microphone,2017,https://www.robertchristgau.com/get_album.php?id=17123,"
She can be so ideological she's unlistenable, but every anti-racist could use a shot of Amiri's widow naming our enemies and celebrating her history (""Afro American Child,"" ""The Things I Love,"" ""The Fascist"")
"
FALSE,**,The Double EP: A Sea of Split Peas,Courtney Barnett,2013,https://www.robertchristgau.com/get_album.php?id=16290,"
So redolent in their way, the EPs' titles, I've Got a Friend Called Emily Ferris and How to Carve a Carrot Into a Rose, suggest neither the irresistibility of her greatest shoegaze nor her ill-conceived tendency to strum when she can't think of anything charming to say (""Avant Gardener,"" ""History Eraser"")
"
FALSE,**,Lotta Sea Lice,Courtney Barnett and Kurt Vile,2017,https://www.robertchristgau.com/get_album.php?id=17333,"
Fetching guitars, nice goofy vibe, songwriting dominated by spaced-out drip Vile rather than Barnett's distracted depressive (""Over Everything,"" ""Continental Breakfast"")
"
FALSE,**,Holon,Nik Bï¿½ï¿½ï¿½ï¿½ï¿½,2008,https://www.robertchristgau.com/get_album.php?id=14285,"
If you can't imagine a jazz pianist whose biggest inspiration is Philip Glass, he does it for you (""Modul 45,"" ""Modul 44"").
"
FALSE,**,Remedy,Basement Jaxx,1999,https://www.robertchristgau.com/get_album.php?id=242,"
Like so much good house, more fun than reading the newspaper and less fun than advertised (""Red Alert,"" ""Rendez-Vu"").
"
FALSE,**,Crazy Itch Radio,Basement Jaxx,2006,https://www.robertchristgau.com/get_album.php?id=13446,"
Interchangeable ladies detail interchangeable ups and downs over beats whose changeabilty supposedly renders them indelible (""Take Me Back to Your House,"" ""Run 4 Cover"").
"
FALSE,**,Scars,Basement Jaxx,2009,https://www.robertchristgau.com/get_album.php?id=14764,"
As good as their cameos as usual, led by Yo Majesty, Yoko, and Ms. Paloma Faith, who is clearly worthy of domestic consumption (""Twerk,"" ""Day of the Sunflowers [We March On]"").
"
FALSE,**,Friday Night Is Killing Me,Bash & Pop,1993,https://www.robertchristgau.com/get_album.php?id=243,"
where the Replacements were antiintellectual, they're just unintellectual--as opposed to untalented, or even uninspired (""Fast &amp; Hard,"" ""Loose Ends"")
"
FALSE,**,Fear of God,The Bats,1992,https://www.robertchristgau.com/get_album.php?id=3471,"
jangle clarion, melodies well-defined, beat clear, lyrics intelligible, meaning murky (""Dancing as the Boat Goes Down,"" ""The Looming Past"")
"
FALSE,**,You Will Have Your Revenge,Baxendale,2001,https://www.robertchristgau.com/get_album.php?id=10927,"
cleverer than most faux disco without ever achieving the truth faux disco yearns for (""Music for Girls,"" ""The Future . . . "")
"
FALSE,**,Depression Cherry,Beach House,2015,https://www.robertchristgau.com/get_album.php?id=16676,"
Some lyrics are hard to ignore, others hard not to ignore, so file this with Clams Casino and pull it out when you're in the mood for background music with a saccharine soprano flavor--which has its uses (""Levitation,"" ""Sparks"")
"
FALSE,**,Thank Your Lucky Stars,Beach House,2015,https://www.robertchristgau.com/get_album.php?id=16677,"
Seldom in the annals of marginal differentiation has so much been made of so little as with the near-simultaneous release of two certifiably different yet obviously similar albums by the alt-pretty snoozemeisters (""Elegy to the Void,"" ""Somewhere Tonight"")
"
FALSE,**,Classic Nuts Vol. 1,The Beatnuts,2002,https://www.robertchristgau.com/get_album.php?id=11340,"
hard hip hop dance music, bright and efficient and fun, an achievement more elusive than hards believe (""Turn It Out,"" ""Watch Out Now"")
"
FALSE,**,You Had It Coming,Jeff Beck,2001,https://www.robertchristgau.com/get_album.php?id=10169,"
blues yes, drum and bass yes, rock mostly, ""jazz"" good riddance (""Earthquake,"" ""Dirty Mind"")
"
FALSE,**,Bameli Soy,M'Bilia Bel,1991,https://www.robertchristgau.com/get_album.php?id=2318,"
Rochereau's breathy ex hangs with some players (""Faux Pas"")
"
FALSE,**,As Seen Through Windows,Bell Orchestre,2009,https://www.robertchristgau.com/get_album.php?id=14607,"
Assez jolie, mais rien comme un cloche (""Elephants,"" ""The Gaze"").
"
FALSE,**,The Syliphone Years,Bembeya Jazz National,2004,https://www.robertchristgau.com/get_album.php?id=12763,"
Guinea's socialist dream in one decade and two CDs (""Armï¿½ï¿½ï¿½ï¿½ï¿"" ""Telephone"").
"
FALSE,**,Paper Airplane,Rick Berlin,2010,https://www.robertchristgau.com/get_album.php?id=15641,"
""And Sean looked grim and said, 'Suicide'"" (""Sean Penn on Charlie Rose,"" ""If I Wasn't Such a Bum"")
"
FALSE,**,Palomine,Bettie Serveert,1992,https://www.robertchristgau.com/get_album.php?id=277,"
by the time the tunes grow on you, you'll be wondering why the songs never get where they're going (""Brain-Tag,"" ""Palomine"")
"
FALSE,**,Dust Bunnies,Bettie Serveert,1997,https://www.robertchristgau.com/get_album.php?id=278,"
simpler, cuter, sexier, and, need I add, less hep (""Geek,"" ""Sugar the Pill,"" ""Heaven"")
"
FALSE,**,Summer Sensation,Be Your Own Pet,2006,https://www.robertchristgau.com/get_album.php?id=13350,"
Shambolic early versions of two album songs plus three U.K.-onlys, two excellent (""Hillmont Avenue,"" ""Fire Department"").
"
FALSE,**,The Rough Guide to Bollywood Legends: Asha Bhosle,Asha Bhosle,2003,https://www.robertchristgau.com/get_album.php?id=12539,"
Filmi heroine commercializes Indian classicism and, braver still, usurps Euro-American clichï¿½ï¿""Ina Mina Dika,"" ""Jawani Jan-E-Man"").
"
FALSE,**,Trackstar the DJ Presents the Shoes for Running Tour Mixtape,Big Boi/Killer Mile,2013,https://www.robertchristgau.com/get_album.php?id=16067,"
Many rare old collabs here, a number of them also fine, the finest not so rare as all that (""The Whole World,"" ""Oh No"")
"
FALSE,**,Chubbed Up,The Bigfellas,2008,https://www.robertchristgau.com/get_album.php?id=14418,"
Beloved San Diegans reflect more wittily and tunefully than most on their normally displaced lives (""Reinventing the Wheel,"" ""Wish You Knew"").
"
FALSE,**,Big Grams,Big Grams,2015,https://www.robertchristgau.com/get_album.php?id=16658,"
Big Boi, Run the Jewels, Skrillex, and, oh yeah, omnipresent electropop duo Phantogam do their bit for why can't we all get along (""Lights On,"" ""Drum Machine"")
"
FALSE,**,Doctors of Polka-Ology,Big Lou's Polka Casserole,2006,https://www.robertchristgau.com/get_album.php?id=13492,"
Prefers accordions and novelty songs to polka, still likes polka a lot, and for your information is a girl (""Hey, Mr. Travel Agent,"" ""Boys in the Backroom"").
"
FALSE,**,Yeeeah Baby,Big Punisher,2000,https://www.robertchristgau.com/get_album.php?id=290,"
Anthemic pop-metal thuggism con salsa (""Wrong Ones,"" ""Laughing at You,"" ""Nigga Shit"").
"
FALSE,**,Hall of Fame,Big Sean,2013,https://www.robertchristgau.com/get_album.php?id=16236,"
Bildungsrapper gets his freak and conscience on (""10 2 10,"" ""MILF,"" ""World Ablaze)
"
FALSE,**,Intendo,Bis,1998,https://www.robertchristgau.com/get_album.php?id=325,"
Cute, and not just the way demos are cute (""Girl Star,"" ""Statement of Intent"").
"
FALSE,**,Social Dancing,Bis,1999,https://www.robertchristgau.com/get_album.php?id=326,"
From a punk band on top of the world to a disco band who want to stay there (""I'm a Slut,"" ""Making People Normal"").
"
FALSE,**,Homogenic,Bjï¿½ï,1997,https://www.robertchristgau.com/get_album.php?id=328,"
she organizes freedom--how Scandinavian of her (""Joga,"" ""Bachelorette"")
"
FALSE,**,Show Me Your Tears,Frank Black and the Catholics,2003,https://www.robertchristgau.com/get_album.php?id=12169,"
You show me yours and I'll show you mine (""Horrible Day,"" ""Everything Is New"").
"
FALSE,**,Imani Vol. 1,Blackalicious,2015,https://www.robertchristgau.com/get_album.php?id=16779,"
""Blacka than midnight in Kuwait or Afghanistan""--also than ""the president (well, half of him)"" (""Blacka,"" ""Alpha and Omega"")
"
FALSE,**,Dreamland,Black Box,1990,https://www.robertchristgau.com/get_album.php?id=330,"
program the singles (""Everybody Everybody,"" ""Hold On,"" ""Ride on Time"")
"
FALSE,**,Before the Frost . . .,The Black Crowes,2009,https://www.robertchristgau.com/get_album.php?id=14810,"
Finally the lyricism their South deserves--sometimes even the songs (""Been a Long Time [Waiting on Love],"" ""What Is Home?"").
"
FALSE,**,Idiot Heart,Carsie Blanton,2012,https://www.robertchristgau.com/get_album.php?id=15806,"
Clever gal will sell you impeccably catchy collection of coy songs about her sexual peccadillos for whatever you think they're worth (""Chicken,"" ""Little Death"")
"
FALSE,**,No More Drama,Mary J. Blige,2001,https://www.robertchristgau.com/get_album.php?id=10201,"
positive attitude's a bitch, not to mention a drag (""PMS,"" ""Steal Away"")
"
FALSE,**,Zol!,Blk Jks,2010,https://www.robertchristgau.com/get_album.php?id=15156,"
With less to prove, or maybe more, Jo'burg art band sound more African but, except on the mbaqanga-ish title track, never unprog--which is a good thing (""Bogobe,"" ""Zol!"").
"
FALSE,**,The Curse of Blondie,Blondie,2004,https://www.robertchristgau.com/get_album.php?id=12349,"
Believes in reincarnation, wishes the pope had a bigger dick (""Shakedown,"" ""End to End"")
"
FALSE,**,Mystic Power,Alpha Blondy,2013,https://www.robertchristgau.com/get_album.php?id=16313,"
Ancient Afro-reggae king begins strong, and maybe ""La Bataille d'Abidjan"" and ""Danger Ivoiritï¿"" sound more that way to those who know exactly what they have to say (""Hope,"" ""J'ai Tuï¿½ï¿½ï¿½ï¿½ï¿½ï¿"")
"
FALSE,**,One Fierce Beer Coaster,The Bloodhound Gang,1996,https://www.robertchristgau.com/get_album.php?id=353,"
fighting for their right to show you their underpants (""Lift Your Head Up [And Blow Your Brains Out],"" ""Going Nowhere Slow"")
"
FALSE,**,Bloque,Bloque,1998,https://www.robertchristgau.com/get_album.php?id=354,"
World-beat en espaï¿½ï¿½""Daï¿½ï¿½ï¿½ï¿½ï¿½ï"" ""Majanï¿"").
"
FALSE,**,"Bole 2 Harlem, Vol. 1",Bole 2 Harlem,2007,https://www.robertchristgau.com/get_album.php?id=13624,"
Ersatz world-music fusion--Ethiopian emigre, ""Stomp"" percussionist, Manhattan Malian, hotelier bizzer's son, some rap--only this one has tune, groove and charm (""Bole 2 Harlem,"" ""Quralew"").
"
