isSoundTrack,rank,album,artist,year,url,comment
FALSE,X,Big City Rock,Big City Rock,2006,,
FALSE,X,In Space,Big Star,2005,,
FALSE,X,The Songs of So' Forest,Bikutsi Pop,2002,,
FALSE,X,Noble Beast,Andrew Bird,2009,,
FALSE,X,Return to Central,Bis,2001,,
FALSE,X,That's My Partner!,Elvin Bishop & Little Smokey Smothers,2000,,
FALSE,X,Tragic Animal Stories,Barry Black,1997,,
FALSE,X,Blackbird,Blackbird,1992,,
FALSE,X,Shake Your Moneymaker,The Black Crowes,1990,,
FALSE,X,Amorica,The Black Crowes,1994,,
FALSE,X,Warpaint,The Black Crowes,2008,,
FALSE,X,Attack & Release,The Black Keys,2008,,
FALSE,X,Good Bad Not Evil,Black Lips,2007,,
FALSE,X,The Cloud of Unknowing,James Blackshaw,2007,,
FALSE,X,As One Aflame Laid Bare by Desire,Black Tape for a Blue Girl,1998,,
FALSE,X,Rosy Jack World,Blake Babies,1991,,
FALSE,X,God Bless the Blake Babies,Blake Babies,2000,,
FALSE,X,Mystery,Blk Jks,2009,,
FALSE,X,Intimacy,Bloc Party,2008,,
FALSE,X,23,Blonde Redhead,2007,,
FALSE,X,Hooray for Boobies,The Bloodhound Gang,2000,,
FALSE,X,"Time, Love and Tenderness",Michael Bolton,1991,,
FALSE,X,Blood Bank,Bon Iver,2008,,
FALSE,X,Whiteout,Boss Hog,2000,,
FALSE,X,Outside,David Bowie,1995,,
FALSE,X,Earthling,David Bowie,1997,,
FALSE,X,Hours . . .,David Bowie,1999,,
FALSE,X,The Buddha of Suburbia,David Bowie,2007,,
FALSE,X,Union,The Boxer Rebellion,2009,,
FALSE,X,New Ground,Robert Bradley's Blackwater Surprise,2002,,
FALSE,X,The Internationale,Billy Bragg,1990,,
FALSE,X,Le Pas du Chat Noir,Anouar Brahem,2002,,
FALSE,X,In God We Trust,Brand Nubian,1993,,
FALSE,X,Full Moon,Brandy,2002,,
FALSE,X,The Bravery,The Bravery,2005,,
FALSE,X,Pulse,Toni Braxton,2010,,
FALSE,X,Phobia,Breaking Benjamin,2006,,
FALSE,X,Noise Floor (Rarities 1998-2005),Bright Eyes,2006,,
FALSE,X,"One Jug of Wine, Two Vessels",Bright Eyes/Neva Dinova,2005,,
FALSE,X,I Think We're Gonna Need a Bigger Boat,Brighton Port Authority,2009,,
FALSE,X,Open Season,British Sea Power,2005,,
FALSE,X,The Noise Made by People,Broadcast,2000,,
FALSE,X,Haha Sound,Broadcast,2003,,
FALSE,X,Brand New Man,Brooks & Dunn,1992,,
FALSE,X,Beyond the Season,Garth Brooks,1992,,
FALSE,X,Chris Gaines' Greatest Hits,Garth Brooks,1999,,
FALSE,X,S.O.S.: Save Our Soul,Marc Broussard,2007,,
FALSE,X,All My Life,Charles Brown,1991,,
FALSE,X,Ill Na Na,Foxy Brown,1996,,
FALSE,X,Brooklyn's Don Diva,Foxy Brown,2008,,
FALSE,X,Universal James,James Brown,1992,,
FALSE,X,Wild Kentucky Skies,Marty Brown,1993,,
FALSE,X,Here's That Rainy Day,Ruth Brown,1999,,
FALSE,X,Love Is Strange,Jackson Browne/David Lindley/El Vivo Con Tino,2010,,
FALSE,X,Simply Mortified,BS 2000,2001,,
FALSE,X,Out of the Cradle,Lindsay Buckingham,1992,,
FALSE,X,Under the Skin,Lindsay Buckingham,2006,,
FALSE,X,Live at Sin-ï¿,Jeff Buckley,1993,,
FALSE,X,Water in My Head,Buck-O-Nine,1996,,
FALSE,X,Buckshot Le Fonque,Buckshot Le Fonque,1994,,
FALSE,X,New Rock,Buffalo Daughter,1998,,
FALSE,X,The Pawn Shop Years,Buick MacKane,1997,,
FALSE,X,There Is No Enemy,Built to Spill,2010,,
FALSE,X,Tennessee Border,Sonny Burgess with Dave Alvin,1992,,
FALSE,X,The Definition of Soul,Solomon Burke,1997,,
FALSE,X,Nashville,Solomon Burke,2006,,
FALSE,X,Rasta Business,Burning Spear,1995,,
FALSE,X,Sound Machine Groove,R.L. Burnside,1997,,
FALSE,X,The Weather,Busdriver & Radioinactive With Daedelus,2002,,
FALSE,X,Aerial,Kate Bush,2005,,
FALSE,X,Hardcore Hooligans,The Business,2003,,
FALSE,X,Pianola Live,Henry Butler,2008,,
FALSE,X,Primitive Enema,Butt Trumpet,1995,,
FALSE,X,The Forest,David Byrne,1991,,
FALSE,X,Uh-Oh,David Byrne,1992,,
FALSE,X,Feelings,David Byrne,1997,,
FALSE,X,Look into the Eyeball,David Byrne,2001,,
FALSE,X,Everything That Happens Will Happen Today,David Byrne & Brian Eno,2008,,
FALSE,X,Nu Blaxploitation,Don Byron,1998,,
FALSE,X,Six Feet of Chain,Cagney and Lacee,1997,,
FALSE,X,Breakthrough,Colbie Caillat,2009,,
FALSE,X,Bruiser Queen,Cake Like,1997,,
FALSE,X,"Goodbye, So What",Cake Like,1999,,
FALSE,X,Walking on Locusts,John Cale,1996,,
FALSE,X,Garden Ruin,Calexico,2006,,
FALSE,X,Roots and Crowns,Califone,2006,,
FALSE,X,The Last Post,Carbon/Silicon,2007,,
FALSE,X,Emotions,Mariah Carey,1991,,
FALSE,X,Music Box,Mariah Carey,1993,,
FALSE,X,Butterfly,Mariah Carey,1997,,
FALSE,X,Memoirs of an Imperfect Angel,Mariah Carey,2009,,
FALSE,X,Andorra,Caribou,2007,,
FALSE,X,Party Doll and Other Favorites,Mary Chapin Carpenter,1999,,
FALSE,X,30 Something,Carter the Unstoppable Sex Machine,1991,,
FALSE,X,Angels and Cigarettes,Eliza Carthy,2001,,
FALSE,X,Avenue A,Daniel Cartier,1997,,
FALSE,X,While You Weren't Looking,Caitlin Cary,2002,,
FALSE,X,I'm Staying Out,Caitlin Cary,2003,,
FALSE,X,Blacklisted,Neko Case,2002,,
FALSE,X,1999,Cassius,1999,,
FALSE,X,Right as Rain,Tommy Castro,1999,,
FALSE,X,The Best of Nick Cave and the Bad Seeds,Nick Cave & the Bad Seeds,1998,,
FALSE,X,No More Shall We Part,Nick Cave & the Bad Seeds,2001,,
FALSE,X,"All Day, All Night",Changing Faces,1997,,
FALSE,X,Hymns,Beth Nielsen Chapman,2004,,
FALSE,X,Telling Stories,Tracy Chapman,2000,,
FALSE,X,My World,Ray Charles,1993,,
FALSE,X,Genius & Friends,Ray Charles,2005,,
FALSE,X,Busted,Cheap Trick,1990,,
FALSE,X,Zoot Suit Riot,Cherry Poppin' Daddies,1997,,
FALSE,X,When the Sun Goes Down,Kenny Chesney,2003,,
FALSE,X,Be as You Are (Songs From an Old Blue Chair),Kenny Chesney,2004,,
FALSE,X,This Type of Thinking (Could Do Us In),Chevelle,2004,,
FALSE,X,The Re-Releases of the Un-Releases,Chicks on Speed,2000,,
FALSE,X,Set,Alex Chilton,2000,,
FALSE,X,The Chimes,The Chimes,1990,,
FALSE,X,Chitlin' Fooks,Chitlin' Fooks,2001,,
FALSE,X,Bucharest Tango,Oana Catalina Chitu,2008,,
FALSE,X,Godmusic,Chocolate Genius,2001,,
FALSE,X,Black Yankee Rock,Chocolate Genius Inc.,2005,,
FALSE,X,Fantasy Ride,Ciara,2009,,
FALSE,X,Me and Mr. Johnson,Eric Clapton,2004,,
FALSE,X,My December,Kelly Clarkson,2007,,
FALSE,X,Can't Hold Back the Rocket,Claudia Malibu,1998,,
FALSE,X,Unknown Country,The Clean,1996,,
FALSE,X,Moment in the Sun EP,Clem Snide,2002,,
FALSE,X,Strange Geometry,The Clientele,2005,,
FALSE,X,George Clinton and His Gangsters of Love,George Clinton and His Gangsters of Love,2008,,
FALSE,X,Nothing Good Comes Easy,Roger Clinton,1994,,
FALSE,X,Life or Death,C-Murder,1998,,
FALSE,X,Long Sound,The Cocktails,1993,,
FALSE,X,Noah's Ark,CocoRosie,2005,,
FALSE,X,In Keeping Secrets of Silent Earth 3,Coheed and Cambria,2004,,
FALSE,X,Adam Cohen,Adam Cohen,1998,,
FALSE,X,Robbers & Cowards,Cold War Kids,2006,,
FALSE,X,Unforgettable,Natalie Cole,1991,,
FALSE,X,Radio Fusion Radio,College Boyz,1992,,
FALSE,X,Christmas at the Biltmore Estate,Judy Collins,1997,,
FALSE,X,Whole New You,Shawn Colvin,2001,,
FALSE,X,Avatar,Comets on Fire,2006,,
FALSE,X,Funcrusher Plus,Company Flow,1997,,
FALSE,X,Little Johnny from the Hospital,Company Flow,1999,,
FALSE,X,High and Wild,Ray Condo and His Ricochets,2000,,
FALSE,X,Peggy Suicide,Julian Cope,1991,,
FALSE,X,En Este Momento,Cordero,2006,,
FALSE,X,The Future Embrace,Billy Corgan,2005,,
FALSE,X,Scream,Chris Cornell,2009,,
FALSE,X,All This Useless Beauty,Elvis Costello and the Attractions,1996,,
FALSE,X,The Juliet Letters,Elvis Costello and the Brodsky Quartet,1993,,
FALSE,X,Coverdale/Page,Coverdale/Page,1993,,
FALSE,X,Loco Motive,Cowboy Troy,2005,,
FALSE,X,Kerosene Hat,Cracker,1993,,
FALSE,X,Some Rainy Morning,The Robert Cray Band,1995,,
FALSE,X,I Become Small and Go,Creeper Lagoon,1998,,
FALSE,X,Take Back the Universe and Give Me Yesterday,Creeper Lagoon,2001,,
FALSE,X,Watering Ghost Garden,Creeper Lagoon,2001,,
FALSE,X,Crime Mob,Crime Mob,2004,,
FALSE,X,Wildflower,Sheryl Crow,2005,,
FALSE,X,Recurring Dream: The Very Best of Crowded House,Crowded House,1996,,
FALSE,X,The Final Tic,Crucial Conflict,1996,,
FALSE,X,Tentacles,Crystal Antlers,2009,,
FALSE,X,Alight of Night,Crystal Stilts,2008,,
FALSE,X,Bloodflowers,The Cure,2000,,
FALSE,X,The Cure,The Cure,2004,,
FALSE,X,Little Bit of Everything,Billy Currington,2008,,
FALSE,X,Unpacking My Library,Currituck Co.,2002,,
FALSE,X,When the Night Is Through,Mary Cutrufello,1998,,
FALSE,X,Cyber Ghetto,Cybotron,1995,,
FALSE,X,III (Temples of Boom),Cypress Hill,1995,,
FALSE,X,Boomerang,Daara J,2004,,
FALSE,X,Alive 1997,Daft Punk,2001,,
FALSE,X,Human After All,Daft Punk,2005,,
FALSE,X,Guerillas in the Mist,Da Lench Mob,1992,,
FALSE,X,Honey I'm Homely,Dance Hall Crashers,1997,,
FALSE,X,White Hot,Johnny Dangerous,2008,,
FALSE,X,The Ma Money EP,Dap C & Lil Wayne,2008,,
FALSE,X,In the World: From Natchez to New York,Olu Dara,1998,,
FALSE,X,The Places You Have Come to Fear the Most,Dashboard Confessional,2001,,
FALSE,X,Go Pets Go,Dat Politics,2004,,
FALSE,X,Working Man's Cafï¿,Ray Davies,2008,,
FALSE,X,Telegraph,Richard Davies,1997,,
FALSE,X,Chocolate to the Bone,Guy Davis,2003,,
FALSE,X,Live Around the World,Miles Davis,1996,,
FALSE,X,Day26,Day26,2008,,
FALSE,X,No Long Thing,D'banj,2008,,
FALSE,X,Spiderman of the Rings,Dan Deacon,2007,,
FALSE,X,Bromst,Dan Deacon,2009,,
FALSE,X,1001,Dead Hot Workshop,1995,,
FALSE,X,Dead Man's Bones,Dead Man's Bones,2009,,
FALSE,X,Gang of Losers,The Dears,2006,,
FALSE,X,The Stability E.P.,Death Cab for Cutie,2002,,
FALSE,X,Cryptograms,Deerhunter,2007,,
FALSE,X,War Elephant,Deer Tick,2007,,
FALSE,X,Adrenalize,Def Leppard,1992,,
FALSE,X,Vault 1980-1995: Def Leppard Greatest Hits,Def Leppard,1995,,
FALSE,X,Around the Fur,Deftones,1997,,
FALSE,X,White Pony,Deftones,2000,,
FALSE,X,Faded Seaside Glamour,Delays,2004,,
FALSE,X,Lovers Who Wander,The Del-Lords,1990,,
FALSE,X,0,The Delta 72,2000,,
FALSE,X,9 Lives,Kat DeLuna,2007,,
FALSE,X,In Ear Park,Department of Eagles,2008,,
FALSE,X,Songs of Faith and Devotion,Depeche Mode,1993,,
FALSE,X,Mind Raft EP,Deradoorian,2009,,
FALSE,X,Mind Adventures,Des'ree,1992,,
FALSE,X,Supernatural,Des'ree,1998,,
FALSE,X,Trouble in Dreams,Destroyer,2008,,
FALSE,X,"In a Bar, Under the Sea",Deus,1996,,
FALSE,X,Love Behind the Melody,Raheem DeVaughn,2008,,
FALSE,X,Smooth Noodle Maps,Devo,1990,,
FALSE,X,Hardcore Devo Vol. 1,Devo,1990,,
FALSE,X,Hardcore Devo Vol. 2,Devo,1991,,
FALSE,X,Curse Your Little Heart,DeVotchKa,2006,,
FALSE,X,Down for Life,D4L,2005,,
FALSE,X,No Lunch,D-Generation,1996,,
FALSE,X,Heritage,Mamadou Diabate,2006,,
FALSE,X,The Mandï¿½ï¿½ï¿½ï¿½ï,Toumani Diabate,2008,,
FALSE,X,New Ancient Strings,Toumani Diabate with Balaka Sisoko,1999,,
FALSE,X,12 Songs,Neil Diamond,2005,,
FALSE,X,The Man Who Lives for Love,Spencer Dickinson,2006,,
FALSE,X,Press Play,Diddy,2006,,
FALSE,X,Learning English: Lesson One,Die Toten Hosen,1994,,
FALSE,X,Unfold,Mariï¿½ï¿½ï¿,2008,,
FALSE,X,Wa,Henri Dikonguï¿,1999,,
FALSE,X,Option Paralysis,The Dillinger Escape Plan,2010,,
FALSE,X,Without a Sound,Dinosaur Jr.,1994,,
FALSE,X,Hand It Over,Dinosaur Jr.,1997,,
FALSE,X,No Sant,Wasis Diop,1996,,
FALSE,X,Rise Above,The Dirty Projectors,2007,,
FALSE,X,Horse Stories,Dirty Three,1996,,
FALSE,X,D.I.T.C.,D.I.T.C.,2000,,
FALSE,X,Off the Chain for the Y2K: Volume Six,DJ Assault,2000,,
FALSE,X,The Professional,DJ Clue?,1999,,
FALSE,X,We Global,DJ Khaled,2008,,
FALSE,X,Quik Is the Name,DJ Quik,1991,,
FALSE,X,The Outsider,DJ Shadow,2006,,
FALSE,X,Flesh of My Flesh Blood of My Blood,DMX,1998,,
FALSE,X,Murder,D.O.A.,1990,,
FALSE,X,Meet John Doe,John Doe,1990,,
FALSE,X,Country Club,John Doe and the Sadies,2009,,
FALSE,X,The Re-Invention of Swamp Dogg,Swamp Dogg,2000,,
FALSE,X,Grace/Wastelands,Peter Doherty,2009,,
FALSE,X,I'm Back,Bo Dollis & the Wild Magnolias,1990,,
FALSE,X,Lovesongs for Underdogs,Tanya Donelly,1997,,
FALSE,X,Bitchin',The Donnas,2007,,
FALSE,X,Play the Music of Jimi Hendrix,"Doran, Studer, Minton, Bates, Ali",1995,,
FALSE,X,Skittish/Rockity Roll,Mike Doughty,2004,,
FALSE,X,Lost Souls,Doves,2000,,
FALSE,X,The Futurist,Robert Downey Jr,2004,,
FALSE,X,Dru Hill,Dru Hill,1996,,
FALSE,X,Victims,Lucky Dube,1993,,
FALSE,X,Hilary Duff,Hilary Duff,2004,,
FALSE,X,I Will Be,Dum Dum Girls,2010,,
FALSE,X,Ta Det Lugnt,Dungen,2005,,
FALSE,X,Struggling Electric and Chemical,Dust Devils,1990,,
FALSE,X,Sketches of a Man,Dwele,2008,,
FALSE,X,Seeing Things,Jakob Dylan,2008,,
FALSE,X,Women + Country,Jakob Dylan,2010,,
FALSE,X,Sex Cymbal,Sheila E.,1991,,
FALSE,X,Hell Freezes Over,The Eagles,1994,,
FALSE,X,I Don't Want You Back,Eamon,2004,,
FALSE,X,Townes,Steve Earle,2009,,
FALSE,X,World Beaters,EC80R,1998,,
FALSE,X,Popstars,Eden's Crush,2001,,
FALSE,X,Techniques of Speed Hypnosis,Edsel,1995,,
FALSE,X,Beautiful Freak,The Eels,1996,,
FALSE,X,Daisies of the Galaxy,The Eels,2000,,
FALSE,X,Shootenanny!,The Eels,2003,,
FALSE,X,"Caught in a Trap and I Can't Back Out 'Cause I Love You Too Much, Baby",Mark Eitzel,1998,,
FALSE,X,Me First,The Elected,2004,,
FALSE,X,Electric Angels,Electric Angels,1990,,
FALSE,X,Switzerland,Electric Six,2006,,
FALSE,X,Sunlight Makes Me Paranoid,Elefant,2003,,
FALSE,X,Gallery Girl,Elefant,2003,,
FALSE,X,The Ghost Who Walks,Karen Elson,2010,,
FALSE,X,The Good Will Out,Embrace,1998,,
FALSE,X,Out of Nothing,Embrace,2005,,
FALSE,X,Nerve Net,Brian Eno,1992,,
FALSE,X,Another Day on Earth,Brian Eno,2005,,
FALSE,X,Business Never Personal,EPMD,1992,,
FALSE,X,Pop! The First 20 Hits,Erasure,1992,,
FALSE,X,Gloria!,Gloria Estefan,1998,,
FALSE,X,Your Little Secret,Melissa Etheridge,1995,,
FALSE,X,Cold Kickin' It,E.U.,1990,,
FALSE,X,Faithfully,Faith Evans,2001,,
FALSE,X,Scorpion,Eve,2001,,
FALSE,X,Slow Motion Daydream,Everclear,2003,,
FALSE,X,Library Nation,The Evil Tambourines,1999,,
FALSE,X,Sao Vicente,Cï¿½ï¿½ï¿½ï¿½ï¿,2001,,
FALSE,X,Exposï¿,Exposï¿,1993,,
FALSE,X,First Born,Eyedea & Abilities,2001,,
FALSE,X,Loso's Way,Fabolous,2009,,
FALSE,X,Monster Songs for Children,David and Jad Fair,1998,,
FALSE,X,Before the Poison,Marianne Faithfull,2005,,
FALSE,X,Moon in Scorpio,The Family Stand,1991,,
FALSE,X,Terroir Blues,Jay Farrar,2003,,
FALSE,X,Wild Seed--Wild Flower,Dionne Farris,1994,,
FALSE,X,Kittenz and Thee Glitz,Felix Da Housecat,2001,,
FALSE,X,Black Sea,Fennesz,2008,,
FALSE,X,From Here We Go Sublime,The Field,2007,,
FALSE,X,Blueberry Boat,The Fiery Furnaces,2004,,
FALSE,X,Before I Self Destruct,50 Cent,2009,,
FALSE,X,Title of Record,Filter,1999,,
FALSE,X,Live Totem Pole EP,Firehose,1992,,
FALSE,X,Mr. Machinery Operator,Firehose,1993,,
FALSE,X,Electric Arguments,The Fireman,2008,,
FALSE,X,The Reality of My Surroundings,Fishbone,1991,,
FALSE,X,Give a Monkey a Brain . . . and He'll Swear He's the Center of the Universe,Fishbone,1993,,
FALSE,X,A Collection of Songs Representing an Enthusiasm for Recording . . . by Amateurs,The Flaming Lips,1998,,
FALSE,X,Ego Tripping at the Gates of Hell,The Flaming Lips,2003,,
FALSE,X,Wheel of Fortune,The Flatlanders,2004,,
FALSE,X,Sun Giant,Fleet Foxes,2008,,
FALSE,X,Fleet Foxes,Fleet Foxes,2008,,
FALSE,X,American Grafishy,Flipper,1992,,
FALSE,X,Deja Vu All Over Again,John Fogerty,2004,,
FALSE,X,Rockin' the Suburbs,Ben Folds,2001,,
FALSE,X,Some Assembly Required,Four Bitchin' Babes,2002,,
FALSE,X,Unpredictable,Jamie Foxx,2005,,
FALSE,X,The Gunplay EP,Bob Frank,2007,,
FALSE,X,What You See Is What You Sweat,Aretha Franklin,1991,,
FALSE,X,"Oh Me Oh My: Aretha Live in Philly, 1972",Aretha Franklin,2007,,
FALSE,X,Blood,Franz Ferdinand,2009,,
FALSE,X,Cosmic Peekaboo,The Free Design,2001,,
FALSE,X,Love the Future,Chester French,2009,,
FALSE,X,Tears of the Valedictorian,Frog Eyes,2007,,
FALSE,X,Pardon My French,Fuck,1997,,
FALSE,X,Something Like Human,Fuel,2000,,
FALSE,X,"Love, Pussycats and Carwrecks",Funki Porcini,1996,,
FALSE,X,100% Colombian,Fun Lovin' Criminals,1999,,
FALSE,X,The Lonely Robot,Future Bible Heroes,2002,,
FALSE,X,Take a Look over Your Shoulder (Reality),Warren G,1997,,
FALSE,X,Jeffrey Gaines,Jeffrey Gaines,1992,,
FALSE,X,Grey Britain,The Gallows,2009,,
FALSE,X,West Coast Resurrection,The Game,2005,,
FALSE,X,Doctor's Advocate,The Game,2006,,
FALSE,X,LAX,The Game,2008,,
FALSE,X,Enquiring Minds,Gangsta Boo,1998,,
FALSE,X,Gods Musicians,Garmarna,1996,,
FALSE,X,The '59 Sound,The Gaslight Anthem,2008,,
FALSE,X,Leisure Noise,Gay Dad,1999,,
FALSE,X,Happiness,Lisa Germano,1993,,
FALSE,X,Till Death Do Us Part,The Geto Boys,1993,,
FALSE,X,Purge and Slouch,Giant Sand,1994,,
FALSE,X,midwestgangstaboxframecadillacmuzik,Freddie Gibbs,2009,,
FALSE,X,Shaking Off Gravity,Vance Gilbert,1998,,
FALSE,X,When Love Finds You,Vince Gill,1994,,
FALSE,X,The Best of the GDK Mixtapes,Gillie Da Kid,2007,,
FALSE,X,Cruise Yourself,Girls Against Boys,1994,,
FALSE,X,The Hours,Philip Glass,2002,,
FALSE,X,Awake,Godsmack,2000,,
FALSE,X,Saturnz Return,Goldie,1998,,
FALSE,X,Veneer,Josï¿½ï¿½ï¿½ï¿½,2005,,
FALSE,X,In Our Nature,Jose Gonzalez,2008,,
FALSE,X,Momentos,Rubï¿½ï¿½ï¿½ï¿½ï,2005,,
FALSE,X,Good Morning Revival,Good Charlotte,2007,,
FALSE,X,One Monkey Don't Stop No Show,Goodie Mob,2004,,
FALSE,X,"The Good, the Bad & the Queen","The Good, the Bad & the Queen",2007,,
FALSE,X,A Boy Named Goo,Goo Goo Dolls,1995,,
